library,r1_file,r2_file,lab,cruise_id,sample_type
E2014.SKQ23-12S,E2014.SKQ23-12S_R1.fastq.gz,E2014.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2015.SKQ23-12S,E2015.SKQ23-12S_R1.fastq.gz,E2015.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2016.SKQ23-12S,E2016.SKQ23-12S_R1.fastq.gz,E2016.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2017.SKQ23-12S,E2017.SKQ23-12S_R1.fastq.gz,E2017.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2018.SKQ23-12S,E2018.SKQ23-12S_R1.fastq.gz,E2018.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2019.SKQ23-12S,E2019.SKQ23-12S_R1.fastq.gz,E2019.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2020.SKQ23-12S,E2020.SKQ23-12S_R1.fastq.gz,E2020.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2021.SKQ23-12S,E2021.SKQ23-12S_R1.fastq.gz,E2021.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2022.SKQ23-12S,E2022.SKQ23-12S_R1.fastq.gz,E2022.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2023.SKQ23-12S,E2023.SKQ23-12S_R1.fastq.gz,E2023.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2024.SKQ23-12S,E2024.SKQ23-12S_R1.fastq.gz,E2024.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2025.SKQ23-12S,E2025.SKQ23-12S_R1.fastq.gz,E2025.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2026.SKQ23-12S,E2026.SKQ23-12S_R1.fastq.gz,E2026.SKQ23-12S_R2.fastq.gz,PMEL,SKQ2023,sample
E2030.NC,E2030.NC_R1.fastq.gz,E2030.NC_R2.fastq.gz,PMEL,SKQ2023,field_blank
MP-POSITIVE,MP-POSITIVE_R1.fastq.gz,MP-POSITIVE_R2.fastq.gz,PMEL,NO20,positive
NC-plate40-A,NC-plate40-A_S48_L001_R1_001.fastq.gz,NC-plate40-A_S48_L001_R2_001.fastq.gz,ABL,SKQ2024,pcr_blank
NC-plate40-B,NC-plate40-B_S144_L001_R1_001.fastq.gz,NC-plate40-B_S144_L001_R2_001.fastq.gz,ABL,SKQ2024,pcr_blank
NC-plate40-C,NC-plate40-C_S240_L001_R1_001.fastq.gz,NC-plate40-C_S240_L001_R2_001.fastq.gz,ABL,SKQ2024,pcr_blank
NC-plate41-A,NC-plate41-A_S320_L001_R1_001.fastq.gz,NC-plate41-A_S320_L001_R2_001.fastq.gz,ABL,SKQ2024,pcr_blank
NC-plate41-B,NC-plate41-B_S360_L001_R1_001.fastq.gz,NC-plate41-B_S360_L001_R2_001.fastq.gz,ABL,SKQ2024,pcr_blank
NC-plate41-C,NC-plate41-C_S400_L001_R1_001.fastq.gz,NC-plate41-C_S400_L001_R2_001.fastq.gz,ABL,SKQ2024,pcr_blank
NC34-A,NC34-A_S192_L001_R1_001.fastq.gz,NC34-A_S192_L001_R2_001.fastq.gz,ABL,SKQ2023,pcr_blank
NC34-B,NC34-B_S288_L001_R1_001.fastq.gz,NC34-B_S288_L001_R2_001.fastq.gz,ABL,SKQ2023,pcr_blank
NC34-C,NC34-C_S384_L001_R1_001.fastq.gz,NC34-C_S384_L001_R2_001.fastq.gz,ABL,SKQ2023,pcr_blank
NC35-A,NC35-A_S96_L001_R1_001.fastq.gz,NC35-A_S96_L001_R2_001.fastq.gz,ABL,SKQ2023,pcr_blank
NC35-B,NC35-B_S360_L001_R1_001.fastq.gz,NC35-B_S360_L001_R2_001.fastq.gz,ABL,SKQ2023,pcr_blank
NC35-C,NC35-C_S456_L001_R1_001.fastq.gz,NC35-C_S456_L001_R2_001.fastq.gz,ABL,SKQ2023,pcr_blank
PC-plate40-A,PC-plate40-A_S96_L001_R1_001.fastq.gz,PC-plate40-A_S96_L001_R2_001.fastq.gz,ABL,SKQ2024,positive
PC-plate40-B,PC-plate40-B_S192_L001_R1_001.fastq.gz,PC-plate40-B_S192_L001_R2_001.fastq.gz,ABL,SKQ2024,positive
PC-plate40-C,PC-plate40-C_S288_L001_R1_001.fastq.gz,PC-plate40-C_S288_L001_R2_001.fastq.gz,ABL,SKQ2024,positive
PC-plate41-A,PC-plate41-A_S328_L001_R1_001.fastq.gz,PC-plate41-A_S328_L001_R2_001.fastq.gz,ABL,SKQ2024,positive
PC-plate41-B,PC-plate41-B_S368_L001_R1_001.fastq.gz,PC-plate41-B_S368_L001_R2_001.fastq.gz,ABL,SKQ2024,positive
PC-plate41-C,PC-plate41-C_S408_L001_R1_001.fastq.gz,PC-plate41-C_S408_L001_R2_001.fastq.gz,ABL,SKQ2024,positive
PC34-A,PC34-A_S191_L001_R1_001.fastq.gz,PC34-A_S191_L001_R2_001.fastq.gz,ABL,SKQ2023,positive
PC34-B,PC34-B_S287_L001_R1_001.fastq.gz,PC34-B_S287_L001_R2_001.fastq.gz,ABL,SKQ2023,positive
PC34-C,PC34-C_S383_L001_R1_001.fastq.gz,PC34-C_S383_L001_R2_001.fastq.gz,ABL,SKQ2023,positive
PC35-A,PC35-A_S95_L001_R1_001.fastq.gz,PC35-A_S95_L001_R2_001.fastq.gz,ABL,SKQ2023,positive
PC35-B,PC35-B_S359_L001_R1_001.fastq.gz,PC35-B_S359_L001_R2_001.fastq.gz,ABL,SKQ2023,positive
PC35-C,PC35-C_S455_L001_R1_001.fastq.gz,PC35-C_S455_L001_R2_001.fastq.gz,ABL,SKQ2023,positive
POSITIVE-JV-Run2,POSITIVE-JV-Run2_R1.fastq.gz,POSITIVE-JV-Run2_R2.fastq.gz,PMEL,SKQ2021,positive
POSITIVE-JV-Run4,POSITIVE-JV-Run4_R1.fastq.gz,POSITIVE-JV-Run4_R2.fastq.gz,PMEL,SKQ2023,positive
MP_E2084_SKQ23_12S,MP_E2084_SKQ23_12S_R1.fastq.gz,MP_E2084_SKQ23_12S_R2.fastq.gz,PMEL,SKQ2023,sample
MP_E2090_SKQ23_12S,MP_E2090_SKQ23_12S_R1.fastq.gz,MP_E2090_SKQ23_12S_R2.fastq.gz,PMEL,SKQ2023,sample
MP_E2097_SKQ23_12S,MP_E2097_SKQ23_12S_R1.fastq.gz,MP_E2097_SKQ23_12S_R2.fastq.gz,PMEL,SKQ2023,sample
MP_E232_NC_NO20,MP_E232_NC_NO20_R1.fastq.gz,MP_E232_NC_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E233_1B_NO20,MP_E233_1B_NO20_R1.fastq.gz,MP_E233_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E233_2B_NO20,MP_E233_2B_NO20_R1.fastq.gz,MP_E233_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E234_1B_NO20,MP_E234_1B_NO20_R1.fastq.gz,MP_E234_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E234_2B_NO20,MP_E234_2B_NO20_R1.fastq.gz,MP_E234_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E234_3B_NO20,MP_E234_3B_NO20_R1.fastq.gz,MP_E234_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E235_1B_NO20,MP_E235_1B_NO20_R1.fastq.gz,MP_E235_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E235_2B_NO20,MP_E235_2B_NO20_R1.fastq.gz,MP_E235_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E235_3B_NO20,MP_E235_3B_NO20_R1.fastq.gz,MP_E235_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E236_1B_NO20,MP_E236_1B_NO20_R1.fastq.gz,MP_E236_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E236_2B_NO20,MP_E236_2B_NO20_R1.fastq.gz,MP_E236_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E236_3B_NO20,MP_E236_3B_NO20_R1.fastq.gz,MP_E236_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E237_1B_NO20,MP_E237_1B_NO20_R1.fastq.gz,MP_E237_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E237_2B_NO20,MP_E237_2B_NO20_R1.fastq.gz,MP_E237_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E238_1B_NO20,MP_E238_1B_NO20_R1.fastq.gz,MP_E238_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E238_2B_NO20,MP_E238_2B_NO20_R1.fastq.gz,MP_E238_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E239_1B_NO20,MP_E239_1B_NO20_R1.fastq.gz,MP_E239_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E239_2B_NO20,MP_E239_2B_NO20_R1.fastq.gz,MP_E239_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E240_1B_NO20,MP_E240_1B_NO20_R1.fastq.gz,MP_E240_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E240_2B_NO20,MP_E240_2B_NO20_R1.fastq.gz,MP_E240_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E241_1B_NO20,MP_E241_1B_NO20_R1.fastq.gz,MP_E241_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E241_2B_NO20,MP_E241_2B_NO20_R1.fastq.gz,MP_E241_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E242_1B_NO20,MP_E242_1B_NO20_R1.fastq.gz,MP_E242_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E242_2B_NO20,MP_E242_2B_NO20_R1.fastq.gz,MP_E242_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E243_1B_NO20,MP_E243_1B_NO20_R1.fastq.gz,MP_E243_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E243_2B_NO20,MP_E243_2B_NO20_R1.fastq.gz,MP_E243_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E244_1B_NO20,MP_E244_1B_NO20_R1.fastq.gz,MP_E244_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E244_2B_NO20,MP_E244_2B_NO20_R1.fastq.gz,MP_E244_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E245_1B_NO20,MP_E245_1B_NO20_R1.fastq.gz,MP_E245_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E245_2B_NO20,MP_E245_2B_NO20_R1.fastq.gz,MP_E245_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E246_1B_NO20,MP_E246_1B_NO20_R1.fastq.gz,MP_E246_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E246_2B_NO20,MP_E246_2B_NO20_R1.fastq.gz,MP_E246_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E247_1B_NO20,MP_E247_1B_NO20_R1.fastq.gz,MP_E247_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E247_2B_NO20,MP_E247_2B_NO20_R1.fastq.gz,MP_E247_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E248_1B_NO20,MP_E248_1B_NO20_R1.fastq.gz,MP_E248_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E248_2B_NO20,MP_E248_2B_NO20_R1.fastq.gz,MP_E248_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E249_1B_NO20,MP_E249_1B_NO20_R1.fastq.gz,MP_E249_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E249_2B_NO20,MP_E249_2B_NO20_R1.fastq.gz,MP_E249_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E25_2B_DY20,MP_E25_2B_DY20_R1.fastq.gz,MP_E25_2B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E250_1B_NO20,MP_E250_1B_NO20_R1.fastq.gz,MP_E250_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E250_2B_NO20,MP_E250_2B_NO20_R1.fastq.gz,MP_E250_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E251_1B_NO20,MP_E251_1B_NO20_R1.fastq.gz,MP_E251_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E251_2B_NO20,MP_E251_2B_NO20_R1.fastq.gz,MP_E251_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E252_1B_NO20,MP_E252_1B_NO20_R1.fastq.gz,MP_E252_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E252_2B_NO20,MP_E252_2B_NO20_R1.fastq.gz,MP_E252_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E253_X_NO20,MP_E253_X_NO20_R1.fastq.gz,MP_E253_X_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E254_X_NO20,MP_E254_X_NO20_R1.fastq.gz,MP_E254_X_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E255_1B_NO20,MP_E255_1B_NO20_R1.fastq.gz,MP_E255_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E255_2B_NO20,MP_E255_2B_NO20_R1.fastq.gz,MP_E255_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E256_1B_NO20,MP_E256_1B_NO20_R1.fastq.gz,MP_E256_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E256_2B_NO20,MP_E256_2B_NO20_R1.fastq.gz,MP_E256_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E257_1B_NO20,MP_E257_1B_NO20_R1.fastq.gz,MP_E257_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E257_2B_NO20,MP_E257_2B_NO20_R1.fastq.gz,MP_E257_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E258_1B_NO20,MP_E258_1B_NO20_R1.fastq.gz,MP_E258_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E258_2B_NO20,MP_E258_2B_NO20_R1.fastq.gz,MP_E258_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E259_1B_NO20,MP_E259_1B_NO20_R1.fastq.gz,MP_E259_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E259_2B_NO20,MP_E259_2B_NO20_R1.fastq.gz,MP_E259_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E26_1B_DY20,MP_E26_1B_DY20_R1.fastq.gz,MP_E26_1B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E26_2B_DY20,MP_E26_2B_DY20_R1.fastq.gz,MP_E26_2B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E260_1B_NO20,MP_E260_1B_NO20_R1.fastq.gz,MP_E260_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E260_2B_NO20,MP_E260_2B_NO20_R1.fastq.gz,MP_E260_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E261_1B_NO20,MP_E261_1B_NO20_R1.fastq.gz,MP_E261_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E261_2B_NO20,MP_E261_2B_NO20_R1.fastq.gz,MP_E261_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E262_1B_NO20,MP_E262_1B_NO20_R1.fastq.gz,MP_E262_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E262_2B_NO20,MP_E262_2B_NO20_R1.fastq.gz,MP_E262_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E263_2B_NO20,MP_E263_2B_NO20_R1.fastq.gz,MP_E263_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E264_1B_NO20,MP_E264_1B_NO20_R1.fastq.gz,MP_E264_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E264_2B_NO20,MP_E264_2B_NO20_R1.fastq.gz,MP_E264_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E265_1B_NO20,MP_E265_1B_NO20_R1.fastq.gz,MP_E265_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E265_2B_NO20,MP_E265_2B_NO20_R1.fastq.gz,MP_E265_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E266_1B_NO20,MP_E266_1B_NO20_R1.fastq.gz,MP_E266_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E266_2B_NO20,MP_E266_2B_NO20_R1.fastq.gz,MP_E266_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E267_1B_NO20,MP_E267_1B_NO20_R1.fastq.gz,MP_E267_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E267_2B_NO20,MP_E267_2B_NO20_R1.fastq.gz,MP_E267_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E268_1B_NO20,MP_E268_1B_NO20_R1.fastq.gz,MP_E268_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E268_2B_NO20,MP_E268_2B_NO20_R1.fastq.gz,MP_E268_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E269_1B_NO20,MP_E269_1B_NO20_R1.fastq.gz,MP_E269_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E269_2B_NO20,MP_E269_2B_NO20_R1.fastq.gz,MP_E269_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E27_1B_DY20,MP_E27_1B_DY20_R1.fastq.gz,MP_E27_1B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E27_2B_DY20,MP_E27_2B_DY20_R1.fastq.gz,MP_E27_2B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E270_1B_NO20,MP_E270_1B_NO20_R1.fastq.gz,MP_E270_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E270_2B_NO20,MP_E270_2B_NO20_R1.fastq.gz,MP_E270_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E271_1B_NO20,MP_E271_1B_NO20_R1.fastq.gz,MP_E271_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E271_2B_NO20,MP_E271_2B_NO20_R1.fastq.gz,MP_E271_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E272_1B_NO20,MP_E272_1B_NO20_R1.fastq.gz,MP_E272_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E272_2B_NO20,MP_E272_2B_NO20_R1.fastq.gz,MP_E272_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E273_1B_NO20,MP_E273_1B_NO20_R1.fastq.gz,MP_E273_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E273_2B_NO20,MP_E273_2B_NO20_R1.fastq.gz,MP_E273_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E274_1B_NO20,MP_E274_1B_NO20_R1.fastq.gz,MP_E274_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E274_2B_NO20,MP_E274_2B_NO20_R1.fastq.gz,MP_E274_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E275_1B_NO20,MP_E275_1B_NO20_R1.fastq.gz,MP_E275_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E275_2B_NO20,MP_E275_2B_NO20_R1.fastq.gz,MP_E275_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E276_1B_NO20,MP_E276_1B_NO20_R1.fastq.gz,MP_E276_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E276_2B_NO20,MP_E276_2B_NO20_R1.fastq.gz,MP_E276_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E277_1B_NO20,MP_E277_1B_NO20_R1.fastq.gz,MP_E277_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E277_2B_NO20,MP_E277_2B_NO20_R1.fastq.gz,MP_E277_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E277_3B_NO20,MP_E277_3B_NO20_R1.fastq.gz,MP_E277_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E278_2B_NO20,MP_E278_2B_NO20_R1.fastq.gz,MP_E278_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E278_3B_NO20,MP_E278_3B_NO20_R1.fastq.gz,MP_E278_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E279_1B_NO20,MP_E279_1B_NO20_R1.fastq.gz,MP_E279_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E279_2B_NO20,MP_E279_2B_NO20_R1.fastq.gz,MP_E279_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E28_1B_DY20,MP_E28_1B_DY20_R1.fastq.gz,MP_E28_1B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E28_2B_DY20,MP_E28_2B_DY20_R1.fastq.gz,MP_E28_2B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E280_1B_NO20,MP_E280_1B_NO20_R1.fastq.gz,MP_E280_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E280_2B_NO20,MP_E280_2B_NO20_R1.fastq.gz,MP_E280_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E280_3B_NO20,MP_E280_3B_NO20_R1.fastq.gz,MP_E280_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E281_1B_NO20,MP_E281_1B_NO20_R1.fastq.gz,MP_E281_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E281_2B_NO20,MP_E281_2B_NO20_R1.fastq.gz,MP_E281_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E281_3B_NO20,MP_E281_3B_NO20_R1.fastq.gz,MP_E281_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E282_1B_NO20,MP_E282_1B_NO20_R1.fastq.gz,MP_E282_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E282_2B_NO20,MP_E282_2B_NO20_R1.fastq.gz,MP_E282_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E282_3B_NO20,MP_E282_3B_NO20_R1.fastq.gz,MP_E282_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E283_1B_NO20,MP_E283_1B_NO20_R1.fastq.gz,MP_E283_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E283_2B_NO20,MP_E283_2B_NO20_R1.fastq.gz,MP_E283_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E283_3B_NO20,MP_E283_3B_NO20_R1.fastq.gz,MP_E283_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E284_1B_NO20,MP_E284_1B_NO20_R1.fastq.gz,MP_E284_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E284_2B_NO20,MP_E284_2B_NO20_R1.fastq.gz,MP_E284_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E284_3B_NO20,MP_E284_3B_NO20_R1.fastq.gz,MP_E284_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E285_1B_NO20,MP_E285_1B_NO20_R1.fastq.gz,MP_E285_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E285_2B_NO20,MP_E285_2B_NO20_R1.fastq.gz,MP_E285_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E285_3B_NO20,MP_E285_3B_NO20_R1.fastq.gz,MP_E285_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E286_1B_NO20,MP_E286_1B_NO20_R1.fastq.gz,MP_E286_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E286_2B_NO20,MP_E286_2B_NO20_R1.fastq.gz,MP_E286_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E286_3B_NO20,MP_E286_3B_NO20_R1.fastq.gz,MP_E286_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E287_1B_NO20,MP_E287_1B_NO20_R1.fastq.gz,MP_E287_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E287_2B_NO20,MP_E287_2B_NO20_R1.fastq.gz,MP_E287_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E287_3B_NO20,MP_E287_3B_NO20_R1.fastq.gz,MP_E287_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E288_1B_NO20,MP_E288_1B_NO20_R1.fastq.gz,MP_E288_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E288_2B_NO20,MP_E288_2B_NO20_R1.fastq.gz,MP_E288_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E289_1B_NO20,MP_E289_1B_NO20_R1.fastq.gz,MP_E289_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E289_2B_NO20,MP_E289_2B_NO20_R1.fastq.gz,MP_E289_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E289_3B_NO20,MP_E289_3B_NO20_R1.fastq.gz,MP_E289_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E29_1B_DY20,MP_E29_1B_DY20_R1.fastq.gz,MP_E29_1B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E29_2B_DY20,MP_E29_2B_DY20_R1.fastq.gz,MP_E29_2B_DY20_R2.fastq.gz,PMEL,DY2012,sample
MP_E290_1B_NO20,MP_E290_1B_NO20_R1.fastq.gz,MP_E290_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E290_2B_NO20,MP_E290_2B_NO20_R1.fastq.gz,MP_E290_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E290_3B_NO20,MP_E290_3B_NO20_R1.fastq.gz,MP_E290_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E291_1B_NO20,MP_E291_1B_NO20_R1.fastq.gz,MP_E291_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E291_2B_NO20,MP_E291_2B_NO20_R1.fastq.gz,MP_E291_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E291_3B_NO20,MP_E291_3B_NO20_R1.fastq.gz,MP_E291_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E292_1B_NO20,MP_E292_1B_NO20_R1.fastq.gz,MP_E292_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E292_2B_NO20,MP_E292_2B_NO20_R1.fastq.gz,MP_E292_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E292_3B_NO20,MP_E292_3B_NO20_R1.fastq.gz,MP_E292_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E293_1B_NO20,MP_E293_1B_NO20_R1.fastq.gz,MP_E293_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E293_2B_NO20,MP_E293_2B_NO20_R1.fastq.gz,MP_E293_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E293_3B_NO20,MP_E293_3B_NO20_R1.fastq.gz,MP_E293_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E294_1B_NO20,MP_E294_1B_NO20_R1.fastq.gz,MP_E294_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E294_2B_NO20,MP_E294_2B_NO20_R1.fastq.gz,MP_E294_2B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E294_3B_NO20,MP_E294_3B_NO20_R1.fastq.gz,MP_E294_3B_NO20_R2.fastq.gz,PMEL,NO20,sample
MP_E295_1B_NO20,MP_E295_1B_NO20_R1.fastq.gz,MP_E295_1B_NO20_R2.fastq.gz,PMEL,NO20,sample
