library,r1_file,r2_file,lab,cruise_id,sample_type
e04484-B,e04484-B_S358_L001_R1_001.fastq.gz,e04484-B_S358_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04484-C,e04484-C_S398_L001_R1_001.fastq.gz,e04484-C_S398_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04485-A,e04485-A_S319_L001_R1_001.fastq.gz,e04485-A_S319_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04485-B,e04485-B_S359_L001_R1_001.fastq.gz,e04485-B_S359_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04485-C,e04485-C_S399_L001_R1_001.fastq.gz,e04485-C_S399_L001_R2_001.fastq.gz,ABL,SKQ2024,field_blank
e04610-A,e04610-A_S321_L001_R1_001.fastq.gz,e04610-A_S321_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04610-B,e04610-B_S361_L001_R1_001.fastq.gz,e04610-B_S361_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04610-C,e04610-C_S401_L001_R1_001.fastq.gz,e04610-C_S401_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04611-A,e04611-A_S322_L001_R1_001.fastq.gz,e04611-A_S322_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04611-B,e04611-B_S362_L001_R1_001.fastq.gz,e04611-B_S362_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04611-C,e04611-C_S402_L001_R1_001.fastq.gz,e04611-C_S402_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04612-A,e04612-A_S323_L001_R1_001.fastq.gz,e04612-A_S323_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04612-B,e04612-B_S363_L001_R1_001.fastq.gz,e04612-B_S363_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04612-C,e04612-C_S403_L001_R1_001.fastq.gz,e04612-C_S403_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04613-A,e04613-A_S324_L001_R1_001.fastq.gz,e04613-A_S324_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04613-B,e04613-B_S364_L001_R1_001.fastq.gz,e04613-B_S364_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04613-C,e04613-C_S404_L001_R1_001.fastq.gz,e04613-C_S404_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04614-A,e04614-A_S325_L001_R1_001.fastq.gz,e04614-A_S325_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04614-B,e04614-B_S365_L001_R1_001.fastq.gz,e04614-B_S365_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04614-C,e04614-C_S405_L001_R1_001.fastq.gz,e04614-C_S405_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04615-A,e04615-A_S326_L001_R1_001.fastq.gz,e04615-A_S326_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04615-B,e04615-B_S366_L001_R1_001.fastq.gz,e04615-B_S366_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04615-C,e04615-C_S406_L001_R1_001.fastq.gz,e04615-C_S406_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04616-A,e04616-A_S327_L001_R1_001.fastq.gz,e04616-A_S327_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04616-B,e04616-B_S367_L001_R1_001.fastq.gz,e04616-B_S367_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
e04616-C,e04616-C_S407_L001_R1_001.fastq.gz,e04616-C_S407_L001_R2_001.fastq.gz,ABL,SKQ2024,extraction_blank
E1053.SKQ2021,E1053.SKQ2021_R1.fastq.gz,E1053.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1054.SKQ2021,E1054.SKQ2021_R1.fastq.gz,E1054.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1055.SKQ2021,E1055.SKQ2021_R1.fastq.gz,E1055.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1056.SKQ2021,E1056.SKQ2021_R1.fastq.gz,E1056.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1057.SKQ2021,E1057.SKQ2021_R1.fastq.gz,E1057.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1058.SKQ2021,E1058.SKQ2021_R1.fastq.gz,E1058.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1059.SKQ2021,E1059.SKQ2021_R1.fastq.gz,E1059.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1060.SKQ2021,E1060.SKQ2021_R1.fastq.gz,E1060.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1061.SKQ2021,E1061.SKQ2021_R1.fastq.gz,E1061.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1062.SKQ2021,E1062.SKQ2021_R1.fastq.gz,E1062.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1063.SKQ2021,E1063.SKQ2021_R1.fastq.gz,E1063.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1064.SKQ2021,E1064.SKQ2021_R1.fastq.gz,E1064.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1065.SKQ2021,E1065.SKQ2021_R1.fastq.gz,E1065.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1066.SKQ2021,E1066.SKQ2021_R1.fastq.gz,E1066.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1067.SKQ2021,E1067.SKQ2021_R1.fastq.gz,E1067.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1068.SKQ2021,E1068.SKQ2021_R1.fastq.gz,E1068.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1069.SKQ2021,E1069.SKQ2021_R1.fastq.gz,E1069.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1070.SKQ2021,E1070.SKQ2021_R1.fastq.gz,E1070.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1071.SKQ2021,E1071.SKQ2021_R1.fastq.gz,E1071.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1072.SKQ2021,E1072.SKQ2021_R1.fastq.gz,E1072.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1073.SKQ2021,E1073.SKQ2021_R1.fastq.gz,E1073.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1074.SKQ2021,E1074.SKQ2021_R1.fastq.gz,E1074.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1075.SKQ2021,E1075.SKQ2021_R1.fastq.gz,E1075.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1076.SKQ2021,E1076.SKQ2021_R1.fastq.gz,E1076.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1077.SKQ2021,E1077.SKQ2021_R1.fastq.gz,E1077.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1078.SKQ2021,E1078.SKQ2021_R1.fastq.gz,E1078.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1079.SKQ2021,E1079.SKQ2021_R1.fastq.gz,E1079.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1080.SKQ2021,E1080.SKQ2021_R1.fastq.gz,E1080.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1081.SKQ2021,E1081.SKQ2021_R1.fastq.gz,E1081.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1082.SKQ2021,E1082.SKQ2021_R1.fastq.gz,E1082.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1083.SKQ2021,E1083.SKQ2021_R1.fastq.gz,E1083.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1084.SKQ2021,E1084.SKQ2021_R1.fastq.gz,E1084.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1085.SKQ2021,E1085.SKQ2021_R1.fastq.gz,E1085.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1086.SKQ2021,E1086.SKQ2021_R1.fastq.gz,E1086.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1087.SKQ2021,E1087.SKQ2021_R1.fastq.gz,E1087.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1088.SKQ2021,E1088.SKQ2021_R1.fastq.gz,E1088.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1089.SKQ2021,E1089.SKQ2021_R1.fastq.gz,E1089.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1090.SKQ2021,E1090.SKQ2021_R1.fastq.gz,E1090.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1091.SKQ2021,E1091.SKQ2021_R1.fastq.gz,E1091.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1092.SKQ2021,E1092.SKQ2021_R1.fastq.gz,E1092.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1093.SKQ2021,E1093.SKQ2021_R1.fastq.gz,E1093.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1094.SKQ2021,E1094.SKQ2021_R1.fastq.gz,E1094.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1095.SKQ2021,E1095.SKQ2021_R1.fastq.gz,E1095.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1096.SKQ2021,E1096.SKQ2021_R1.fastq.gz,E1096.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1097.SKQ2021,E1097.SKQ2021_R1.fastq.gz,E1097.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1098.SKQ2021,E1098.SKQ2021_R1.fastq.gz,E1098.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1099.SKQ2021,E1099.SKQ2021_R1.fastq.gz,E1099.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1100.SKQ2021,E1100.SKQ2021_R1.fastq.gz,E1100.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1101.SKQ2021,E1101.SKQ2021_R1.fastq.gz,E1101.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1102.SKQ2021,E1102.SKQ2021_R1.fastq.gz,E1102.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1103.SKQ2021,E1103.SKQ2021_R1.fastq.gz,E1103.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1104.SKQ2021,E1104.SKQ2021_R1.fastq.gz,E1104.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1105.SKQ2021,E1105.SKQ2021_R1.fastq.gz,E1105.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1106.SKQ2021,E1106.SKQ2021_R1.fastq.gz,E1106.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1107.SKQ2021,E1107.SKQ2021_R1.fastq.gz,E1107.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1108.SKQ2021,E1108.SKQ2021_R1.fastq.gz,E1108.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1109.SKQ2021,E1109.SKQ2021_R1.fastq.gz,E1109.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1110.SKQ2021,E1110.SKQ2021_R1.fastq.gz,E1110.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1111.SKQ2021,E1111.SKQ2021_R1.fastq.gz,E1111.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1112.SKQ2021,E1112.SKQ2021_R1.fastq.gz,E1112.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1113.SKQ2021,E1113.SKQ2021_R1.fastq.gz,E1113.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1114.SKQ2021,E1114.SKQ2021_R1.fastq.gz,E1114.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1115.SKQ2021,E1115.SKQ2021_R1.fastq.gz,E1115.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1116.SKQ2021,E1116.SKQ2021_R1.fastq.gz,E1116.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1117.SKQ2021,E1117.SKQ2021_R1.fastq.gz,E1117.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1118.SKQ2021,E1118.SKQ2021_R1.fastq.gz,E1118.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1119.SKQ2021,E1119.SKQ2021_R1.fastq.gz,E1119.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1120.SKQ2021,E1120.SKQ2021_R1.fastq.gz,E1120.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1121.SKQ2021,E1121.SKQ2021_R1.fastq.gz,E1121.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1122.SKQ2021,E1122.SKQ2021_R1.fastq.gz,E1122.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1123.SKQ2021,E1123.SKQ2021_R1.fastq.gz,E1123.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1124.SKQ2021,E1124.SKQ2021_R1.fastq.gz,E1124.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1125.SKQ2021,E1125.SKQ2021_R1.fastq.gz,E1125.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1126.SKQ2021,E1126.SKQ2021_R1.fastq.gz,E1126.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1127.SKQ2021,E1127.SKQ2021_R1.fastq.gz,E1127.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1128.SKQ2021,E1128.SKQ2021_R1.fastq.gz,E1128.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1129.SKQ2021,E1129.SKQ2021_R1.fastq.gz,E1129.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1130.SKQ2021,E1130.SKQ2021_R1.fastq.gz,E1130.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1131.SKQ2021,E1131.SKQ2021_R1.fastq.gz,E1131.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1132.SKQ2021,E1132.SKQ2021_R1.fastq.gz,E1132.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1133.SKQ2021,E1133.SKQ2021_R1.fastq.gz,E1133.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1134.SKQ2021,E1134.SKQ2021_R1.fastq.gz,E1134.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1135.SKQ2021,E1135.SKQ2021_R1.fastq.gz,E1135.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1136.SKQ2021,E1136.SKQ2021_R1.fastq.gz,E1136.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1137.SKQ2021,E1137.SKQ2021_R1.fastq.gz,E1137.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1138.SKQ2021,E1138.SKQ2021_R1.fastq.gz,E1138.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1139.SKQ2021,E1139.SKQ2021_R1.fastq.gz,E1139.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1140.SKQ2021,E1140.SKQ2021_R1.fastq.gz,E1140.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1141.SKQ2021,E1141.SKQ2021_R1.fastq.gz,E1141.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1142.SKQ2021,E1142.SKQ2021_R1.fastq.gz,E1142.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1143.SKQ2021,E1143.SKQ2021_R1.fastq.gz,E1143.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1144.SKQ2021,E1144.SKQ2021_R1.fastq.gz,E1144.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1145.SKQ2021,E1145.SKQ2021_R1.fastq.gz,E1145.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1146.SKQ2021,E1146.SKQ2021_R1.fastq.gz,E1146.SKQ2021_R2.fastq.gz,PMEL,SKQ2021,sample
E1148.DY2206,E1148.DY2206_R1.fastq.gz,E1148.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1149.DY2206,E1149.DY2206_R1.fastq.gz,E1149.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1150.DY2206,E1150.DY2206_R1.fastq.gz,E1150.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1151.DY2206,E1151.DY2206_R1.fastq.gz,E1151.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1152.DY2206,E1152.DY2206_R1.fastq.gz,E1152.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1153.DY2206,E1153.DY2206_R1.fastq.gz,E1153.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1154.DY2206,E1154.DY2206_R1.fastq.gz,E1154.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1155.DY2206,E1155.DY2206_R1.fastq.gz,E1155.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1156.DY2206,E1156.DY2206_R1.fastq.gz,E1156.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1158.DY2206,E1158.DY2206_R1.fastq.gz,E1158.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1159.DY2206,E1159.DY2206_R1.fastq.gz,E1159.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1160.DY2206,E1160.DY2206_R1.fastq.gz,E1160.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1164.DY2206,E1164.DY2206_R1.fastq.gz,E1164.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1165.DY2206,E1165.DY2206_R1.fastq.gz,E1165.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1166.DY2206,E1166.DY2206_R1.fastq.gz,E1166.DY2206_R2.fastq.gz,PMEL,DY2206,sample
E1611.DY2209,E1611.DY2209_R1.fastq.gz,E1611.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1612.DY2209,E1612.DY2209_R1.fastq.gz,E1612.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1613.DY2209,E1613.DY2209_R1.fastq.gz,E1613.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1614.DY2209,E1614.DY2209_R1.fastq.gz,E1614.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1615.DY2209,E1615.DY2209_R1.fastq.gz,E1615.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1616.DY2209,E1616.DY2209_R1.fastq.gz,E1616.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1617.DY2209,E1617.DY2209_R1.fastq.gz,E1617.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1618.DY2209,E1618.DY2209_R1.fastq.gz,E1618.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1619.DY2209,E1619.DY2209_R1.fastq.gz,E1619.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1620.DY2209,E1620.DY2209_R1.fastq.gz,E1620.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1621.DY2209,E1621.DY2209_R1.fastq.gz,E1621.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1622.DY2209,E1622.DY2209_R1.fastq.gz,E1622.DY2209_R2.fastq.gz,PMEL,DY2209,sample
E1718.DY2306,E1718.DY2306_R1.fastq.gz,E1718.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1719.DY2306,E1719.DY2306_R1.fastq.gz,E1719.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1720.DY2306,E1720.DY2306_R1.fastq.gz,E1720.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1721.DY2306,E1721.DY2306_R1.fastq.gz,E1721.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1722.DY2306,E1722.DY2306_R1.fastq.gz,E1722.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1723.DY2306,E1723.DY2306_R1.fastq.gz,E1723.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1724.DY2306,E1724.DY2306_R1.fastq.gz,E1724.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1725.DY2306,E1725.DY2306_R1.fastq.gz,E1725.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1726.DY2306,E1726.DY2306_R1.fastq.gz,E1726.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1727.DY2306,E1727.DY2306_R1.fastq.gz,E1727.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1728.DY2306,E1728.DY2306_R1.fastq.gz,E1728.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1729.DY2306,E1729.DY2306_R1.fastq.gz,E1729.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1730.DY2306,E1730.DY2306_R1.fastq.gz,E1730.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1731.DY2306,E1731.DY2306_R1.fastq.gz,E1731.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1732.DY2306,E1732.DY2306_R1.fastq.gz,E1732.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1733.DY2306,E1733.DY2306_R1.fastq.gz,E1733.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1734.DY2306,E1734.DY2306_R1.fastq.gz,E1734.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1735.DY2306,E1735.DY2306_R1.fastq.gz,E1735.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1736.DY2306,E1736.DY2306_R1.fastq.gz,E1736.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1737.DY2306,E1737.DY2306_R1.fastq.gz,E1737.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1750.DY2306,E1750.DY2306_R1.fastq.gz,E1750.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1751.DY2306,E1751.DY2306_R1.fastq.gz,E1751.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1752.DY2306,E1752.DY2306_R1.fastq.gz,E1752.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1753.DY2306,E1753.DY2306_R1.fastq.gz,E1753.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1754.DY2306,E1754.DY2306_R1.fastq.gz,E1754.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1755.DY2306,E1755.DY2306_R1.fastq.gz,E1755.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1756.DY2306,E1756.DY2306_R1.fastq.gz,E1756.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1757.DY2306,E1757.DY2306_R1.fastq.gz,E1757.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1758.DY2306,E1758.DY2306_R1.fastq.gz,E1758.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1759.DY2306,E1759.DY2306_R1.fastq.gz,E1759.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1760.DY2306,E1760.DY2306_R1.fastq.gz,E1760.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1761.DY2306,E1761.DY2306_R1.fastq.gz,E1761.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1762.DY2306,E1762.DY2306_R1.fastq.gz,E1762.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1763.DY2306,E1763.DY2306_R1.fastq.gz,E1763.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1764.DY2306,E1764.DY2306_R1.fastq.gz,E1764.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1765.DY2306,E1765.DY2306_R1.fastq.gz,E1765.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1766.DY2306,E1766.DY2306_R1.fastq.gz,E1766.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1767.DY2306,E1767.DY2306_R1.fastq.gz,E1767.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1768.DY2306,E1768.DY2306_R1.fastq.gz,E1768.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1769.DY2306,E1769.DY2306_R1.fastq.gz,E1769.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1770.DY2306,E1770.DY2306_R1.fastq.gz,E1770.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1772.DY2306,E1772.DY2306_R1.fastq.gz,E1772.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1773.DY2306,E1773.DY2306_R1.fastq.gz,E1773.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1774.DY2306,E1774.DY2306_R1.fastq.gz,E1774.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1775.DY2306,E1775.DY2306_R1.fastq.gz,E1775.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1776.DY2306,E1776.DY2306_R1.fastq.gz,E1776.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1777.DY2306,E1777.DY2306_R1.fastq.gz,E1777.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1778.DY2306,E1778.DY2306_R1.fastq.gz,E1778.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1779.DY2306,E1779.DY2306_R1.fastq.gz,E1779.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1780.DY2306,E1780.DY2306_R1.fastq.gz,E1780.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1781.DY2306,E1781.DY2306_R1.fastq.gz,E1781.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1782.DY2306,E1782.DY2306_R1.fastq.gz,E1782.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1783.DY2306,E1783.DY2306_R1.fastq.gz,E1783.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1784.DY2306,E1784.DY2306_R1.fastq.gz,E1784.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1785.DY2306,E1785.DY2306_R1.fastq.gz,E1785.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1786.DY2306,E1786.DY2306_R1.fastq.gz,E1786.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1787.DY2306,E1787.DY2306_R1.fastq.gz,E1787.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1788.DY2306,E1788.DY2306_R1.fastq.gz,E1788.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1789.DY2306,E1789.DY2306_R1.fastq.gz,E1789.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1790.DY2306,E1790.DY2306_R1.fastq.gz,E1790.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1791.DY2306,E1791.DY2306_R1.fastq.gz,E1791.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1792.DY2306,E1792.DY2306_R1.fastq.gz,E1792.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1793.DY2306,E1793.DY2306_R1.fastq.gz,E1793.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1794.DY2306,E1794.DY2306_R1.fastq.gz,E1794.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1795.DY2306,E1795.DY2306_R1.fastq.gz,E1795.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1796.DY2306,E1796.DY2306_R1.fastq.gz,E1796.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1797.DY2306,E1797.DY2306_R1.fastq.gz,E1797.DY2306_R2.fastq.gz,PMEL,DY2306,sample
E1798.DY2306,E1798.DY2306_R1.fastq.gz,E1798.DY2306_R2.fastq.gz,PMEL,DY2306,sample
